movieId,title,genres,tmdbId,overview,poster_path,release_date,vote_average,tmdb_genres
1662,Gang Related (1997),Crime,14398.0,"After murdering an undercover DEA agent, two corrupt cops scramble to cover up what they've done.",/zvl4RYK5OHo2d9V1aUkHkxhh9Zv.jpg,1997-10-08,6.4,"['Action', 'Crime', 'Thriller', 'Drama', 'Romance']"
1663,Stripes (1981),Comedy|War,10890.0,"Hard-luck cabbie John Winger, directionless after being fired from his job and dumped by his girlfriend, enlists in the U.S. Army with his close pal, Russell Ziskey. After his barely satisfactory performance in basic training, the irreverent Winger emerges as the figurehead for a ragtag band of misfits. However, his hijinks threaten to cause an international scandal when he inadvertently commandeers a military assault vehicle behind enemy lines.",/vP8tPOgmJSNOh4bpOv1bFjid3rZ.jpg,1981-06-26,6.561,"['Action', 'Comedy']"
1665,Bean (1997),Comedy,1281.0,"Childlike Englishman, Mr. Bean, is an incompetent watchman at the Royal National Gallery. After the museum's board of directors' attempt to have him fired is blocked by the chairman, who has taken a liking to Bean, they send him to Los Angeles to act as their ambassador for the unveiling of a historic painting to humiliate him. Fooled, Mr. Bean must now successfully unveil the painting or risk his and a hapless Los Angeles curator's termination.",/IwrDPrB4d2DMcpnGkvan46yINL.jpg,1997-07-03,6.468,"['Family', 'Adventure', 'Comedy']"
1667,Mad City (1997),Action|Drama,9770.0,A misguided museum guard who loses his job and then tries to get it back at gunpoint is thrown into the fierce world of ratings-driven TV gone mad.,/wXb9KGqxyrAHNygRRI1HW1BhcU.jpg,1997-11-07,6.2,"['Thriller', 'Drama']"
1670,Welcome to Sarajevo (1997),Drama|War,14905.0,"Follow a group of international journalists into the heart of the once cosmopolitan city of Sarajevo—now a danger zone of sniper and mortar attacks where residents still live. While reporting on an American aid worker who’s trying to get children out of the country, a British correspondent decides to take an orphaned girl home to London.",/bGdDqsFCF0v9M5mB77fAF8vJMsy.jpg,1997-05-09,6.4,"['War', 'Drama', 'History']"
1671,Deceiver (1997),Crime|Drama|Thriller,14583.0,"The gruesome death of a prostitute brings suspicion on one of her clients, James Wayland, a brilliant, self-destructive and epileptic heir to a textile fortune. So detectives Braxton and Kennesaw take Wayland in for questioning, thinking they can break the man. But despite his troubles, Wayland is a master of manipulation, and during the interrogation, he begins to turn the tables on the investigators, forcing them to reveal their own sinister sides.",/1bxBZV0KsUolu7MddTXZ0Prac3Q.jpg,1997-08-31,6.0,"['Mystery', 'Crime', 'Drama', 'Thriller']"
1672,"Rainmaker, The (1997)",Drama,11975.0,"Fresh out of law school and desperate for work, idealistic rookie Rudy Baylor takes on a powerful insurance company accused of denying a dying boy’s claim. Teaming up with a scrappy, unlicensed paralegal, he finds himself in a David-versus-Goliath courtroom battle that tests his ethics, courage, and belief in justice.",/twLGHXPjQtS8UyVGp5GXmhJiTM7.jpg,1997-11-18,7.012,"['Drama', 'Crime', 'Thriller']"
1673,Boogie Nights (1997),Drama,4995.0,"Set in 1977, back when sex was safe, pleasure was a business and business was booming, idealistic porn producer Jack Horner aspires to elevate his craft to an art form. Horner discovers Eddie Adams, a hot young talent working as a busboy in a nightclub, and welcomes him into the extended family of movie-makers, misfits and hangers-on that are always around. Adams' rise from nobody to a celebrity adult entertainer is meteoric, and soon the whole world seems to know his porn alter ego, ""Dirk Diggler"". Now, when disco and drugs are in vogue, fashion is in flux and the party never seems to stop, Adams' dreams of turning sex into stardom are about to collide with cold, hard reality.",/wnE24UPCPQsQnbBOu4zVE2qaDNm.jpg,1997-10-07,7.626,['Drama']
1674,Witness (1985),Drama|Romance|Thriller,9281.0,"While protecting an Amish boy – the sole witness to a brutal murder – and his mother, a detective is forced to seek refuge within their community when his own life comes under threat.",/kOymD1rChAMykmDVEzJpIh4OYS7.jpg,1985-02-08,7.1,"['Crime', 'Drama', 'Thriller']"
1675,Incognito (1997),Crime|Thriller,45928.0,"Harry Donovan is an art forger who paints fake Rembrandt picture for $500,000. The girl he meets and gets into bed with in Paris, Marieke, turns out to be an arts expert Harry's clients are using to check the counterfeit picture he painted.",/45idl65SLCipP1G1RMRVfkF4ldw.jpg,1997-11-14,5.8,"['Crime', 'Thriller', 'Romance', 'Drama']"
1676,Starship Troopers (1997),Action|Sci-Fi,563.0,"Set in the future, the story follows a young soldier named Johnny Rico and his exploits in the Mobile Infantry. Rico's military career progresses from recruit to non-commissioned officer and finally to officer against the backdrop of an interstellar war between mankind and an arachnoid species known as ""the Bugs.""",/cxCmv23O7p3hyHwqoktHYkZcGsY.jpg,1997-11-07,7.098,"['Adventure', 'Action', 'Thriller', 'Science Fiction']"
1677,Critical Care (1997),Comedy|Drama,61337.0,"Werner Ernst is a young hospital resident who becomes embroiled in a legal battle between two half-sisters who are fighting over the care of their comatose father. But are they really fighting over their father's care, or over his $10 million estate? Meanwhile, Werner must contend with his nutty supervisor, who insists that he only care for patients with full insurance. Can Werner sidestep the hospital's legal team and do what's best for the patient?",/p4UPT3vvdKHsv6PbhvvtFm8w5Zx.jpg,1997-10-31,6.4,"['Comedy', 'Drama']"
1678,"Joy Luck Club, The (1993)",Drama|Romance,19931.0,"Through a series of flashbacks, four Chinese women born in America and their respective mothers born in feudal China explore their pasts.",/s1Sk0hhVARNs7i9wqRHqbCriu8n.jpg,1993-09-08,7.1,['Drama']
1679,Chairman of the Board (1998),Comedy,31535.0,"Surfer Edison isn't able to make ends meet with his inventions or his lifestyle. But then he meets billionaire Armand McMillian, who takes a shine to the young bum — so much so that he leaves his invention company to him upon his death. Unfortunately, Armand's nephew, Bradford, only gets a surfboard. While Edison manages to run the company successfully, with the help of pretty Natalie, Bradford conspires to take him down.",/1eGB1EjaUjGbiuPBAqndlO3khyn.jpg,1998-03-13,3.6,['Comedy']
1680,Sliding Doors (1998),Drama|Romance,10215.0,"Helen, a London ad executive, is fired from her job and rushes out to catch a train, but, as she runs down, her life suddenly splits off. In one version she catches the train; in the second, she misses it. Her whole life changes in that one second, and the rest of the film depicts what happens in each scenario.",/s8VOVTywXZIIHqdEjkCZziH0ebq.jpg,1998-04-23,6.6,"['Comedy', 'Drama', 'Fantasy', 'Romance']"
1681,Mortal Kombat: Annihilation (1997),Action|Adventure|Fantasy,9823.0,"A group of heroic warriors has only six days to save the planet in ""Mortal Kombat Annihilation."" To succeed they must survive the most spectacular series of challenges any human, or god, has ever encountered as they battle an evil warlord bent on taking control of Earth.",/ttryglcY2osWZE3sRYBf3ewTZsW.jpg,1997-11-11,4.523,"['Action', 'Fantasy', 'Science Fiction']"
1682,"Truman Show, The (1998)",Comedy|Drama|Sci-Fi,37165.0,An insurance salesman begins to suspect that his whole life is actually some sort of reality TV show.,/vuza0WqY239yBXOadKlGwJsZJFE.jpg,1998-06-04,8.152,"['Comedy', 'Drama']"
1683,"Wings of the Dove, The (1997)",Drama|Romance,45609.0,"Kate is secretly betrothed to a struggling journalist, Merton Densher. But she knows her Aunt Maude will never approve of the match, since Kate's deceased mother has lost all her money in a marriage to a degenerate opium addict. When Kate meets a terminally ill American heiress named Millie traveling through Europe, she comes up with a conniving plan to have both love and wealth.",/eb1ZnIEC8LMmMgwD2fIAmQOkcd.jpg,1997-09-04,6.6,"['Drama', 'Romance']"
1684,Mrs. Dalloway (1997),Drama|Romance,38904.0,"Clarissa Dalloway looks back on her youth as she readies for a gathering at her house. The wife of a legislator and a doyenne of London's upper-crust party scene, Clarissa finds that the plight of ailing war veteran Septimus Warren Smith reminds her of a past romance with Peter Walsh. In flashbacks, young Clarissa explores her possibilities with Peter.",/kJURxFCyfqjTss7vTVMuUobHcye.jpg,1997-09-01,5.5,"['Drama', 'Romance']"
1685,"I Love You, I Love You Not (1996)",Drama|Romance,45565.0,A school student and her European-born grandmother share sad stories of their lives.,/aesZ94JtQFiVdvNFNbO5CSeWms2.jpg,1996-08-28,5.0,"['Drama', 'Family', 'Romance']"
1686,Red Corner (1997),Crime|Thriller,9407.0,"An American attorney on business in China, ends up wrongfully on trial for murder and his only key to innocence is a female defense lawyer from the country.",/xsIbKOO1CacqTagyJmEGGf4kOnn.jpg,1997-10-30,6.3,"['Crime', 'Drama', 'Thriller']"
1687,"Jackal, The (1997)",Action|Thriller,4824.0,"Hired by a powerful member of the Russian mafia to avenge an FBI sting that left his brother dead, a psychopathic hitman known only as The Jackal proves an elusive target for the people charged with the task of bringing him down: a deputy FBI director, a Russian MVK Major,  and a jailed IRA terrorist who can recognize him.",/oXF26QmDEaRaH9Fbhs3NXtcnryx.jpg,1997-11-14,6.381,"['Action', 'Thriller', 'Adventure', 'Crime']"
1688,Anastasia (1997),Adventure|Animation|Children|Drama|Musical,9444.0,"Ten years after she was separated from her family, an eighteen-year-old orphan with vague memories of the past sets out to Paris in hopes of reuniting with her grandmother. She is accompanied by two con men, who intend to pass her off as the Grand Duchess Anastasia to the Dowager Empress for a reward.",/bppGWGA8zq1sRvTdDJnUzVW9GcH.jpg,1997-11-20,7.606,"['Animation', 'Family', 'Fantasy', 'Adventure']"
1689,"Man Who Knew Too Little, The (1997)",Comedy|Crime|Thriller,9414.0,"An American gets a ticket for an audience participation game in London, then gets involved in a case of mistaken identity. As an international plot unravels around him, he thinks it's all part of the act.",/yVlIZa0u6CTN5LudxGX77Fk46iz.jpg,1997-11-14,6.4,"['Comedy', 'Crime', 'Action']"
1690,Alien: Resurrection (1997),Action|Horror|Sci-Fi,8078.0,"Two hundred years after Lt. Ripley died, a group of scientists clone her, hoping to breed the ultimate weapon. But the new Ripley is full of surprises … as are the new aliens. Ripley must team with a band of smugglers to keep the creatures from reaching Earth.",/9aRDMlU5Zwpysilm0WCWzU2PCFv.jpg,1997-11-12,6.164,"['Science Fiction', 'Horror', 'Action']"
1693,Amistad (1997),Drama|Mystery,11831.0,"In 1839, the slave ship Amistad set sail from Cuba to America. During the long trip, Cinque leads the slaves in an unprecedented uprising. They are then held prisoner in Connecticut, and their release becomes the subject of heated debate. Freed slave Theodore Joadson wants Cinque and the others exonerated and recruits property lawyer Roger Baldwin to help his case. Eventually, John Quincy Adams also becomes an ally.",/6QqNyIHKow0jngiQgTNBOBrLILM.jpg,1997-12-10,7.012,"['Drama', 'History', 'Mystery']"
1694,"Apostle, The (1997)",Drama,2895.0,"After his happy life spins out of control, a preacher from Texas changes his name, goes to Louisiana and starts preaching on the radio.",/9KqCzLhWbFMBPjqRpZ69izRiYgG.jpg,1997-12-19,6.3,['Drama']
1695,Artemisia (1997),Drama,39177.0,"The story of Artemisia Gentileschi (1593-1653), one of the first well-known female painters, including her youth, when she was guided and protected by her father, the painter Orazio Gentileschi.",/5mMzt0Cw99wNk0xTT7YOdRxaqZp.jpg,1997-09-10,5.9,"['Drama', 'History']"
1696,Bent (1997),Drama|War,19601.0,"Max is a handsome young man who, after a fateful tryst with a German soldier, is forced to run for his life. Eventually Max is placed in a concentration camp where he pretends to be Jewish because in the eyes of the Nazis, gays are the lowest form of human being. But it takes a relationship with an openly gay prisoner to teach Max that without the love of another, life is not worth living.",/mTRIVPmRK01rgLlE6XJPGbbRdXb.jpg,1997-11-26,6.9,"['Drama', 'History', 'Romance']"
1699,"Butcher Boy, The (1997)",Comedy|Drama,22797.0,"Francie and Joe live the usual playful, fantasy filled childhoods of normal boys. However, with a violent, alcoholic father and a manic depressive, suicidal mother the pressure on Francie to grow up are immense. When Francie's world turns to madness, he tries to counter it with further insanity, with dire consequences.",/9KrClE5Ax6wzCAwgaGRhQI2Eolk.jpg,1998-02-20,6.8,"['Comedy', 'Drama']"
1701,Deconstructing Harry (1997),Comedy|Drama,2639.0,"Writer Harry Block draws inspiration from people he knows, and from events that happened to him, sometimes causing these people to become alienated from him as a result.",/i7Z5DdznqANJUjqWISEFu9bw6J7.jpg,1997-12-12,7.259,"['Comedy', 'Drama']"
1702,Flubber (1997),Children|Comedy|Fantasy,9574.0,"Professor Phillip Brainard, an absent minded professor, works with his assistant Weebo, trying to create a substance that's a new source of energy and that will save Medfield College where his sweetheart Sara is the president. He has missed his wedding twice, and on the afternoon of his third wedding, Professor Brainard creates flubber, which allows objects to fly through the air.",/bnKvk04icAyCO1KjqhsaEXBO9aJ.jpg,1997-11-26,5.7,"['Comedy', 'Family', 'Science Fiction']"
1703,For Richer or Poorer (1997),Comedy,10371.0,"Brad Sexton and his wife, Caroline, are wealthy New Yorkers with both marital and financial problems. The latter issue becomes a pressing matter when they discover that their accountant has embezzled millions and pinned the blame on them. Forced to go on the lam, Brad and Caroline end up in an Amish area of Pennsylvania and decide to pose as members of the religious group to evade the IRS. As the two adapt to the simple Amish lifestyle, they begin to reconnect.",/tPjqY9Qp5WOIBFKnyEpMBVwGr01.jpg,1997-12-11,6.0,"['Comedy', 'Romance']"
1704,Good Will Hunting (1997),Drama|Romance,489.0,"Will Hunting is a headstrong, working-class genius who is failing the lessons of life. After one too many run-ins with the law, Will's last chance is a psychology professor, who might be the only man who can reach him.",/z2FnLKpFi1HPO7BEJxdkv6hpJSU.jpg,1997-12-05,8.2,['Drama']
1707,Home Alone 3 (1997),Children|Comedy,9714.0,"9-year-old Alex Pruitt is home alone with the chicken pox. Turns out, due to a mix-up among nefarious spies, Alex was given a toy car concealing a top-secret microchip. Now Alex must fend off the spies as they try to break into his house to get it back.",/6uOadrCfle0n2LOOxHbgWEdnrm2.jpg,1997-12-12,5.3,"['Comedy', 'Family']"
1711,Midnight in the Garden of Good and Evil (1997),Crime|Drama|Mystery,8197.0,"A visiting city reporter's assignment suddenly revolves around the murder trial of a local millionaire, whom he befriends.",/cXS5o6RIp8m1epBm5I7cX49bfFd.jpg,1997-11-21,6.348,"['Mystery', 'Crime', 'Drama']"
1713,Mouse Hunt (1997),Children|Comedy,6283.0,"Down-on-their luck brothers, Lars and Ernie Smuntz, aren't happy with the crumbling old mansion they inherit... until they discover the estate is worth millions. Before they can cash in, they have to rid the house of its single, stubborn occupant—a tiny and tenacious mouse.",/aqBPrWOzXEO3rWEk3DYTHBjXNZb.jpg,1997-12-19,6.5,"['Comedy', 'Family']"
1717,Scream 2 (1997),Comedy|Horror|Mystery|Thriller,4233.0,"Two years after the Woodsboro murders, Sidney Prescott acclimates to college life while someone donning the Ghostface costume begins a new string of killings.",/dORlVasiaDkJXTqt9bdH7nFNs6C.jpg,1997-12-12,6.512,"['Horror', 'Mystery']"
1718,Stranger in the House (1997),Thriller,191874.0,A botched diamond burglary and a dead publishing company executive set off a string of murders and betrayal.,/iWD7fxQZpBw1AVfk0AOyqou1x26.jpg,1997-01-01,6.5,['Thriller']
1719,"Sweet Hereafter, The (1997)",Drama,10217.0,"A small mountain community in Canada is devastated when a school bus accident leaves more than a dozen of its children dead. A big-city lawyer arrives to help the survivors' and victims' families prepare a class-action suit, but his efforts only seem to push the townspeople further apart. At the same time, one teenage survivor of the accident has to reckon with the loss of innocence brought about by a different kind of damage.",/gJy7LMq4b5qO5fsSUSoBgm24BHf.jpg,1997-09-25,6.91,['Drama']
1721,Titanic (1997),Drama|Romance,597.0,"101-year-old Rose DeWitt Bukater tells the story of her life aboard the Titanic, 84 years later. A young Rose boards the ship with her mother and fiancé. Meanwhile, Jack Dawson and Fabrizio De Rossi win third-class tickets aboard the ship. Rose tells the whole story from Titanic's departure through to its death—on its first and last voyage—on April 15, 1912.",/9xjZS2rlVxm8SFx8kPC3aIGCOYQ.jpg,1997-12-18,7.903,"['Drama', 'Romance']"
1722,Tomorrow Never Dies (1997),Action|Adventure|Thriller,714.0,A deranged media mogul is staging international incidents to pit the world's superpowers against each other. Now James Bond must take on this evil mastermind in an adrenaline-charged battle to end his reign of terror and prevent global pandemonium.,/gZm002w7q9yLOkltxT76TWGfdZX.jpg,1997-12-11,6.376,"['Adventure', 'Action', 'Thriller']"
1726,"Postman, The (1997)",Action|Adventure|Drama|Sci-Fi,9922.0,"In 2013, there are no highways, no I-ways, no dreams of a better tomorrow, only scattered survivors across what was once the United States. Into this apocalyptic wasteland comes an enigmatic drifter with a mule, a knack for Shakespeare, and something yet undiscovered: the power to inspire hope.",/piVzOuKFLHNGLxnjwNtibC26lTy.jpg,1997-12-25,6.3,"['Science Fiction', 'Adventure', 'Action']"
1727,"Horse Whisperer, The (1998)",Drama|Romance,547.0,The mother of a severely traumatized daughter enlists the aid of a unique horse trainer to help the girl's equally injured horse.,/ptkDeHY2mRJVyNRyxb9TgyAjTYs.jpg,1998-02-01,6.9,"['Adventure', 'Drama', 'Romance']"
1729,Jackie Brown (1997),Crime|Drama|Thriller,184.0,"Jackie Brown is a flight attendant who gets caught in the middle of smuggling cash into the country for her gunrunner boss. When the cops try to use Jackie to get to her boss, she hatches a plan — with help from a bail bondsman — to keep the money for herself.",/rOUx7qg4KmEh1juEDwqzbDSL1Nr.jpg,1997-12-25,7.358,"['Crime', 'Drama', 'Thriller']"
1730,Kundun (1997),Drama,9746.0,"The Tibetans refer to the Dalai Lama as 'Kundun', which means 'The Presence'. He was forced to escape from his native home, Tibet, when communist China invaded and enforced an oppressive regime upon the peaceful nation. The Dalai Lama escaped to India in 1959 and has been living in exile in Dharamsala ever since.",/yvdFRDoQIQ5PBk4u8x8gJT8NJAw.jpg,1997-12-25,6.793,"['Drama', 'History']"
1731,Mr. Magoo (1997),Comedy,9438.0,"Mr. Magoo, a man with terrible eyesight, gets caught up in a museum robbery.",/po5CfSBmmATuCNIt7M1G7xOPuUK.jpg,1997-12-25,4.5,"['Comedy', 'Family']"
1732,"Big Lebowski, The (1998)",Comedy|Crime,115.0,"Jeffrey 'The Dude' Lebowski, a Los Angeles slacker who only wants to bowl and drink White Russians, is mistaken for another Jeffrey Lebowski, a wheelchair-bound millionaire, and finds himself dragged into a strange series of events involving nihilists, adult film producers, ferrets, errant toes, and large sums of money.",/3bv6WAp6BSxxYvB5ozKFUYuRA8C.jpg,1998-03-06,7.84,"['Comedy', 'Crime']"
1733,Afterglow (1997),Drama|Romance,26941.0,"Lucky Mann is a builder equally handy at repairs and seduction. The latest housewife to succumb to his charms is Marianne, unhappily married to corporate exec Jeffrey. When Jeffrey becomes enraptured by Lucky’s wife Phyllis, the four get caught in a love quadrangle that reignites their marriages.",/c13Luo9O09ah6nMPrsr3zqlLyF9.jpg,1997-12-26,5.947,"['Drama', 'Romance']"
1734,My Life in Pink (Ma vie en rose) (1997),Comedy|Drama,27103.0,"Ludovic is waiting for a miracle. With six-year-old certainty, she believes she was meant to be a little girl -- and that the mistake will soon be corrected. But where she expects the miraculous, Ludo finds only rejection, isolation, and guilt -- as the intense reactions of family, friends, and neighbors strip away every innocent lace and bauble.",/4SwZaSDy1DR80QXKdvp6iSTawK2.jpg,1997-05-28,6.9,"['Drama', 'Comedy']"
1735,Great Expectations (1998),Drama|Romance,9410.0,"Loosely based on the Charles Dickens' classic novel, ""Great Expectations"" is a sensual tale of a young man's unforgettable passage into manhood, and the three individuals who will undeniably change his life forever. Through the surprising interactions of these vivid characters, ""Great Expectations"" takes a unique and contemporary look at life's great coincidences.",/djLsfl3lm7BZKWsKfVZ2wM1ZMrP.jpg,1998-01-30,6.6,"['Comedy', 'Drama', 'Romance']"
1739,3 Ninjas: High Noon On Mega Mountain (1998),Action|Children|Comedy,32302.0,"Three young boys, Rocky, Colt and Tum Tum together with their neighbor girl, computer whiz Amanda are visiting Mega Mountain amusement park when it is invaded by an army of ninjas led by evil Medusa, who wants to take over the park and hold the owners for ransom. Kids and retired TV star Dave Dragon, who made his farewell appearance at the park at the time the ninjas appeared, have to break Medusa's vicious plans.",/7jKefCfhcXLd1qVnmc1zBhSgPjh.jpg,1998-03-26,4.8,"['Family', 'Action', 'Comedy']"
1746,Senseless (1998),Comedy,12538.0,A student gets his senses enhanced by an experimental drug. But abuse is not an option.,/rqy7OFHWy1NMjmgjyI8XYcl0VU5.jpg,1998-02-20,6.2,"['Comedy', 'Romance', 'Science Fiction']"
1747,Wag the Dog (1997),Comedy,586.0,"During the final weeks of a presidential race, the President is accused of sexual misconduct. To distract the public until the election, the President's adviser hires a Hollywood producer to help him stage a fake war.",/jC6cxfuhCFRHqOE7qCT6w6x31n4.jpg,1997-12-25,6.9,"['Comedy', 'Drama']"
1748,Dark City (1998),Adventure|Film-Noir|Sci-Fi|Thriller,2666.0,"A man struggles with memories of his past, including a wife he cannot remember, in a nightmarish world with no sun and run by beings with telekinetic powers who seek the souls of humans.",/tNPEGju4DpTdbhBphNmZoEi9Bd3.jpg,1998-02-27,7.337,"['Mystery', 'Science Fiction']"
1752,Hard Rain (1998),Action|Crime|Thriller,11258.0,An armored car driver tries to elude a gang of thieves while a flood ravages the countryside.,/ggMcOVSax4lBXjYqqQUJLCtrar3.jpg,1998-01-16,5.872,"['Thriller', 'Crime', 'Action']"
1753,Half Baked (1998),Comedy,9490.0,"Three lovable party buds try to bail their friend out of jail. But just when the guys have mastered a plan, everything comes dangerously close to going up in smoke.",/14TmEac4bquNaEld9t0uIliYoKE.jpg,1998-01-16,6.32,"['Comedy', 'Crime']"
1754,Fallen (1998),Crime|Drama|Fantasy|Thriller,9411.0,"Homicide detective John Hobbes witnesses the execution of serial killer Edgar Reese. Soon after the execution the killings start again, and they are very similar to Reese's style.",/nEDvTB9cP2oIKY0M1ZdDvuUEJ8d.jpg,1998-01-16,6.8,"['Crime', 'Drama', 'Thriller']"
1755,Shooting Fish (1997),Comedy|Romance,25719.0,Two con artists hire an unwitting medical-school student as a secretary for their latest scam.,/sBA1vTqjhKmtogB6PKQ3tOn2HNX.jpg,1997-08-22,6.3,"['Crime', 'Comedy', 'Romance']"
1757,Fallen Angels (Duo luo tian shi) (1995),Drama|Romance,11220.0,"An assassin goes through obstacles as he attempts to escape his violent lifestyle despite the opposition of his partner, who is secretly attracted to him.",/yyM9BPdwttK5LKZSLvHae7QPKo1.jpg,1995-09-06,7.672,"['Action', 'Romance', 'Crime']"
1759,"Four Days in September (O Que É Isso, Companheiro?) (1997)",Drama,21253.0,"Fernando, a journalist, and his friend César join terrorist group MR8 in order to fight Brazilian dictatorial regime during the late sixties. César, however, is wounded and captured during a bank hold up. Fernando then decides to kidnap the American ambassador in Brazil and ask for the release of fifteen political prisoners in exchange for his life.",/zkA5riIdjtanpSoTNh3icKNjACZ.jpg,1997-10-01,7.5,"['Thriller', 'Drama', 'History']"
1760,Spice World (1997),Comedy,6116.0,World famous pop group the Spice Girls zip around London in their luxurious double decker tour bus having various adventures and performing for their fans.,/vKiAnV1QAGIJP38vatwCZp4dCrH.jpg,1997-12-18,4.9,"['Adventure', 'Fantasy', 'Drama', 'Comedy', 'Music']"
1762,Deep Rising (1998),Action|Horror|Sci-Fi,9457.0,"A group of heavily armed hijackers board a luxury ocean liner in the South Pacific Ocean to loot it, only to do battle with a series of large-sized, tentacled, man-eating sea creatures who have taken over the ship first.",/A1nOnrAlG3EbOvzgZt2ya11OmjQ.jpg,1998-01-30,6.2,"['Adventure', 'Action', 'Horror', 'Science Fiction']"
1767,Music From Another Room (1998),Drama|Romance,39424.0,"Music From Another Room is a romantic comedy that follows the exploits of Danny, a young man who grew up believing he was destined to marry the girl he helped deliver as a five year old boy when his neighbor went into emergency labor. Twenty-five years later, Danny returns to his hometown and finds the irresistible Anna Swann but she finds it easy to resist him since she is already engaged to dreamboat Eric, a very practical match. In pursuit of Anna, Danny finds himself entangled with each of the eccentric Swanns including blind, sheltered Nina, cynical sister Karen, big brother Bill and dramatic mother Grace as he fights to prove that fate should never be messed with and passion should never be practical.",/zamhRB4bKVeRUW568lVSFeEbqVg.jpg,1998-04-24,5.6,"['Comedy', 'Drama', 'Romance']"
1769,"Replacement Killers, The (1998)",Action|Crime|Thriller,11702.0,"Hired assassin John Lee is asked by Chinatown crime boss Terence Wei to murder the young son of policeman Stan Zedkov. Lee has the boy in his sights, but his conscience gets the better of him, and he spares the child's life. Afraid that Wei will take revenge on his family in China, Lee seeks out expert forger Meg Coburn to obtain the passport he needs to get out of the country, but a band of replacement killers is soon on his trail.",/5JAVd0lYhkB2dsDtt84Qt6grNIn.jpg,1998-02-06,6.274,"['Action', 'Crime', 'Thriller']"
1770,B. Monkey (1998),Crime|Romance|Thriller,2923.0,"When wistful introvert Alan Furnace meets quick-witted bombshell Beatrice, he has no idea of her secret life as ""B. Monkey"" -- the top thief-for-hire in London's criminal underworld. Charmed by Furnace's innocent and chivalrous ways, Beatrice resolves to reform. But to cash in on her first chance at real love, she must escape her former partner in crime, the ruthless Paul Neville -- and a dark past that seems to haunt her every step.",/80bQjfpH14P5p2TDnfWUukEkM55.jpg,1999-07-15,5.8,"['Romance', 'Crime', 'Drama']"
1771,Night Flier (1997),Horror,12238.0,"For cynical tabloid journo Richard Dees, facts are always stranger than fiction. Every headline is a dead-line. Serial killers, UFO abductions, tales of molestation, mayhem and murder. To some the tales are mere sleazy fantasy – but his faithful readers believe. And now there's a new story: The Night Flier. What is it that travels by night in a dark-winged Cessna, lands at secluded airfields and murders local residents? Dees begins to track the unknown killer in a Cessna of his own, uncovering clues that reveal a pilot more terrifying than he could have ever imagined.",/3bMb6CzdKfpw0pZWVW2RbQRneIC.jpg,1997-04-30,6.0,"['Horror', 'Mystery']"
1772,Blues Brothers 2000 (1998),Action|Comedy|Musical,11568.0,"Finally released from prison, Elwood Blues is once again enlisted by Sister Mary Stigmata in her latest crusade to raise funds for a children's hospital. Hitting the road to re-unite the band and win the big prize at the New Orleans Battle of the Bands, Elwood is pursued cross-country by the cops.",/nCoY8UK2x4DWpICipL40Hg4cDmO.jpg,1998-02-06,5.281,"['Music', 'Action', 'Comedy', 'Crime']"
1777,"Wedding Singer, The (1998)",Comedy|Romance,11003.0,"Robbie, a local rock star turned wedding singer, is dumped on the day of his wedding. Meanwhile, waitress Julia finally sets a wedding date with her fiancée Glenn. When Julia and Robbie meet and hit it off, they find that things are more complicated than anybody thought.",/zVvyTrcZQb7kC2DPDzyo25WcxXp.jpg,1998-02-13,6.772,"['Romance', 'Comedy']"
1779,Sphere (1998),Sci-Fi|Thriller,10153.0,"A spacecraft is discovered at the bottom of the Pacific Ocean, presumed to be at least 300 years old and of alien origin. A crack team of scientists and experts is assembled and taken to the ocean floor to investigate. However, the ship is not as it seems and when a giant perfect sphere is discovered in the cargo bay, things begin to fall apart.",/reR7C7EYe3DiHm5OYpA0ACUMDld.jpg,1998-02-13,6.125,"['Science Fiction', 'Mystery', 'Thriller']"
1783,Palmetto (1998),Crime|Drama|Mystery|Romance|Thriller,30949.0,"After being released from prison on a bum charge, Harry Barber is out for payback to regain his lost two years. He's hired by Mrs. Malroux to fake the kidnapping of her stepdaughter (the daughter of a dying millionaire). He discovers that he is being set up on multiple levels and will soon face a longer sentence if he doesn't prove the truth.",/3R8At5ll1ZyCJT7FWbLmCjVqFlp.jpg,1998-02-20,5.9,"['Crime', 'Mystery', 'Thriller']"
1784,As Good as It Gets (1997),Comedy|Drama|Romance,2898.0,"A misanthropic author, a single mother and waitress, and a gay artist form an unlikely friendship after the artist is assaulted in a robbery.",/xXxuJPNUDZ0vjsAXca0O5p3leVB.jpg,1997-12-19,7.4,"['Drama', 'Comedy', 'Romance']"
1785,King of New York (1990),Crime|Thriller,9558.0,A former drug lord returns from prison determined to wipe out all his competition and distribute the profits of his operations to New York's poor and lower classes in this stylish and ultra violent modern twist on Robin Hood.,/1MyH4MJAJZJbb6wDVeOc2bTECtK.jpg,1990-07-18,6.752,"['Thriller', 'Crime']"
1791,Twilight (1998),Crime|Drama|Thriller,26269.0,"A retired detective accepts a simple task, unaware that it will tear open old, forgotten, but deadly wounds.",/ydzfDVuZer0tsnesfg2ql9CR5vc.jpg,1998-03-06,6.1,"['Crime', 'Thriller']"
